,clean_text,sentiment
497,oke uda kami terimah barang bagus tidak ada masalah mantaaap ,positive
498,good quality suwun y sukses slalu,positive
499,respon tercepat dari semua toko yg pernah saya order mantap,positive
500,barang sesuai deskrepsi bagus,positive
501,produk sesuai foto uji coba hasil memuaskan,positive
502,siiiiiiiiiippppppppppp,positive
503,sudah diterima dan sesuai pesanan,positive
504,produk sesuai deskripsi respon cepat setelah checkout langsung dikirim recomended seller semoga semakin sukses ,positive
505,barang dah sampai dengan selamat,positive
506,barang sudah sampai respon seller sangat responsif,positive
507,ok brg sdh sampai packing rapi ,positive
508,bagus mantab agak berat ,positive
509,barangnya mantap bro ,positive
510,respon super cepet jam mnt barang sdh sampai ,positive
511,barang sudah diterima dengan baik sesuai dengan gambar dan cepat respon penjual lewat chat cepat dibalas packing rapi ,positive
512,pengiriman lumayan cepat tp kenapa waktu di pasang isi paku yg beli rb an itu kok keluarnya ya apa bisa di atur biar tipa jepret keluar nya paku sj ,positive
513,barang udah mendarat makasih,positive
514,barang sesuai pesanan dan bagus,positive
515,barang agak telat tapi sudah saya terima cuma belum di coba semoga bagus barang nya ,positive
516,pengiriman kemarin terhambat ,negative
517,packing tidak rapih isi berantakan semoga kualitasnya ok,positive
518,barang sesuai bagus dan murah mantapp,positive
519,ok susuai dengan pesansan,positive
520,sesuai iklan produk kualitas baik paking aman kirimnya juga cepat ,positive
521,terima kasih barang sudah sampai jumlah sesuai dengan pesanan packing rapih,positive
522,biar bintang yg berbicara,positive
523,tanks bos barang dah sampai sesuai harapan ,positive
524,cukuppppppppppppppp ,negative
525,sudah terima barang nya tks ,positive
526,trim gan barangnya sudah sampai,positive
527,oke ,positive
528,barang ok sesuai ekspektasi,positive
529,barang sesuai pesanan respon n layanan cepat,positive
530,topp pesanan sesuai,positive
531,barang sdh sampai dengan baik,positive
532,yoiyoiyoiyoiyoiyoiyoyiyoi,positive
533,terima kasih barang sudah sampai jumlah sesuai pesanan ,positive
534,bagusssss barangnyaaaaa rekomended reseller,positive
535,barang sudah sampai sesuai deskripsi dalam kondisi baik thank gan,positive
536,terima kasih barang sudah sampai jumlah sesuai pesanan packing rapih ,positive
537,sip ,positive
538,tqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,positive
539,tqqqqqqq stepless pas utk merk krisbow ,positive
540,paket sudah diterima dengan baik tks ,positive
541,ok gan barang pesanan saya sudah sampai trima kasi ,positive
542,makasih gan ,positive
543,thanx gan barang sudah d terima,positive
544,bagus dikirim cepat terima kasih,positive
545,siiiiiiiiiiiiiiiippp laahh,positive
546,pengiriman cepat dan barang yang dikirm mantep,positive
547,ssuiiiiippp barang e josss,positive
548,barangxa oke gan paking juga rapih ,positive
549,sesuai dengan harga ,positive
550,brg sudah saya terima thanks ,positive
551,wokeeee pengiriman cepat packing siip gojek e konco dewe mas bos hehehehe,positive
552,barang sdh sesuai dgn deskripsi hanya saja pada saat diterima isinya sdh tdk utuh lagi patah semua tdk tau dari awal sdh seperti itu atau larena packingnya kurang aman semoga kedepan dapat ditingkatkan lagi,negative
553,barang sdh sampai thx,positive
554,salah beli untuk mollar jangan pakai yang ini ,positive
555,bagus sesuai dgn deskripsi ,positive
556,barang bagus sesuai deskripsi,positive
557,sesuai order semoga cocok dg staplesnys,positive
558,yerima kasih ,positive
559,barang nya berpungsi dengan baik mantap lah pokok nya,positive
560,barang dan isinya sesuai pesanan,positive
561,barang sesuai pesanan dikirim dg cepat,positive
562,terimakasih pak barang sudah sampe barang nya sesuai keinginan best toko ini,positive
563,biar bintang yg menilai,positive
564,makasih makasih makasih makasih,positive
565,good fast respon thx gan ,positive
566,terimakasiihh belum di cobak ,positive
567,mantap produk sesuai ekpektasi,positive
568,mantaaaap fast dan berfungsi dengan baik sesuai etalase dan deskripsi sangat direkomendasikan utk pembeli ,positive
569,barang sesuai pesanan dan sampai dengan selamat,positive
570,barang bagus dah sampai dengan selamat maksh,positive
571,respon cepat kirim cepat barang sudah dicoba bagus ,positive
572,barang sesuai pesanan tp isi steples tdk semua yg dideskripsi bs masuk ,positive
573,sesuai dgn deskripsinya bagus cepat dan packaging rapih ,positive
574,stapler tembak nya bagus berfungsi dg baik harga mantabs semoga awet pengiriman cepat terima kasih,positive
575,barang bagus memuaskan ,positive
576,barang oke pengiriman super cepat,positive
577,mantul ,positive
578,barang sdh diterima packaging rapi dan berfungsi dgn baik thx,positive
579,barang bagus hanya pengiriman telat,positive
580,terima kasih barang sudah mendarat,positive
581,barang sesuai pict pesan pagi bsk udah sampai ,positive
582,gooodddd dan berfungsi dengan baik tq,positive
583,barang sesuai dgn pesanan,positive
584,barang oke sesuai iklan dan orderan thx,positive
585,top recomended seller,positive
586,barang sdh sampai okesiip,positive
587,barang dah sampai packing rapih terimakasih,positive
588,respon cepat produk berkualitas recommended,positive
589,mantap respon cepat tks,positive
590,sangat puas order lgsg di proses dan cepat pengirimannya,positive
591,sesuai gambar dan deskripsi semoga tahan lama,positive
592,barang sesuai ulasan mantap,positive
593,mantaaappp recomend banget,positive
594,respon cpt pengiriman juga cepet,positive
595,super respon n pengiriman super cepat belum coba semoga produknya juga ok,positive
596,mantapssss ,positive
597,mantap makasih gannn ,positive
598,respon mantap barang bermanfaat ,positive
599,mantab gan ,positive
600,barangnya sudah sampai dan sesuai,positive
601,terbaiklaaaaaaaaaaaaaaah,positive
602,terima kasih barang sudah sampai dan berfungsi dengan baik,positive
603,kiriman sudah sampai makasih gan,positive
604,sesuai gambar terima kasih gan,positive
605,pengiriman cepat barang sesuai deskripsi thanks ya,positive
606,bagus hentakan nya kenceng,positive
607,pengiriman cepat pelayanan mantap toko paling top,positive
608,barang qulitas baik bahan tebal tidak ada cacat recommended ,positive
609,produk ok sd dicoba berjalan baik semoga awet ,positive
610,produk original berkualitas berfungsi baik,positive
611,barang sesuai dengan spesifikasi thanks gan,positive
612,barang datang sesuai pesanan,positive
613,barang sesuai deskripsi pengiriman cepat ,positive
614,barang sesuai pesanan tapi blm di coba pengiriman cepat,positive
615, sip,positive
616,mkasih ,positive
617,sesuai harapan ok bagus mantap cuy ,positive
618,fast respond amp kualitas ok,positive
619,bagus pelayanan cepat,positive
620,kwalitas baik sdh di coba dan mudah pemakainx thanks ,positive
621,barang sudah di terima dengan cepat dan kondisi barang lengkap thanks,positive
622,thanks gan good job next order lagi,positive
623,barangnya mantap yang penting mureeee,positive
624,bos klu beli isinya ready,positive
625,barang sampai dan tes ok,positive
626,brg udah dateng respon cepet kemasan rapih tp belum dicoba moga awet dah ,positive
627,barang pesanan telah sampai pengiriman cepat hanya saja blm diperiksa krn sedang diluar rumah terima kasih ,positive
628,brng ny sesuai dg postingan n bagus ,positive
629,sip barang sesuai dgn deskripsi,positive
630,bagusss ,positive
631,ty gan respon cepat recomended seller sukses gan ,positive
632,sudah diterimaaaaaaaaaaaaa,positive
633,pking baik barang ok cuma agk lmbat pngirnnya ,positive
634,barang oke di tes nembaknya kencang mantap lah,positive
635,pesanan sampai sgt cepat belom dicoba barangnya tapi bagus kelihatannya cukup kokoh untuk harga murah ,positive
636,barang sudah dicoba hasilnya sangat bagus semoga awet,positive
637,barangnya sesuai dengan pesanan,positive
638,barang sesuai dengan deskripsi dites ok recommended seller sukses gan mksh ,positive
639,barans sesuai pesanan,positive
640,respon cepat produk sesuai deskripsi dan packing rapi,positive
641,terimakasih pengiriman cepat dan barang sesuai,positive
642,biarkan bintang yang berbicara ,positive
643,ok mudahan staples gun nya bisa berfungsi maksimal trims,positive
644,ukuran mak tertulis di product mm faktanya mm ,negative
645,mantaapp goodjobs ,positive
646,staples tembak nya bisa berfungsi baik barusan saya gunakan untuk staples sofa saya dan bisa hasil nya bagus dan rapi thank you ,positive
647,good product buy it pls,positive
648,barangnya sudah diterima dengan baik penanganan proses pengirimannya cepat kualitas barang ok punya murah ,positive
649,spek sesuwai dgn yg diiklankan respon cepat repeat order lancar teruss mantab ,positive
650,barang bagus telah dicoba tp utk ekspedisi wahana kurang baek lama ovel all goodjob,positive
651,barang sesuai deskripsi dan gambar smoga awet ,positive
652,pesan homaster kenmaster yang dikirim isi staples yg dikirim ternyata tidak cocok utk staplesnya parrahnya lagi isinya gak ada yg jual di kota saya nyesel beli disinu ,negative
653,barangnya sudah sampe berfungsi dengan baik cuma agak telat aja sampe nya tks gan,positive
654,mantap barang bagus sesuai harapan,positive
655,bagus goooooodddddddd ,positive
656,maaf baru bisa ngasih ulasan barang sdh diterima dengan baik cuma kalau dipake ke benda keras kurang nancap walaupun sudah diseting tapi oklah ,negative
657,packing rapi kuat bagus barang sesuai dicoba hasil bagus recomended sklii top,positive
658,thankkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,positive
659,barang sudah diterima sesuai pesanan,positive
660,terima kasih telah mengirimkan barang dengan cepat dan kondisinya sangat bagus bahkan dilengkapi pula dengan isinya terima kasih banyak cahayabelawa,positive
661,pelayanannya oke packingnya oke barangnya juga oke banget mksh boss,positive
662,barang sudah nyampai dengan selamat,positive
663,mantapppppppppppppppppppp,positive
664,sesuai pesanan terina kasih,positive
665,steples tembak bagus recomended,positive
666,barangnya bagus dan cepat sampainya,positive
667,sangat bermanfaat terimakasih banyak,positive
668,sippp ,positive
669,berfungsi dengan baik sukses selalu gan,positive
670,barang dah sya trima dgn slamat gan trims,positive
671,cakeepp ,positive
672,sesuai pesanan xxxxxxx,positive
673,barang sudah nyampai mantapp,positive
674,baranh sudah di terima sukses buat lapaknya ,positive
675,pengiriman cepat produk juga o k terima kasih,positive
676,barang sudah kami terima terima kasih,positive
677,sesuai pesanan pelayanan memuaskan,positive
678,suuuuuuiiiiiiiiiiiiiippppppppppp,positive
679,barang sudah sampai gan fast respond trus barang sesuai deskripsi lah pokoknya mantap lah,positive
680,mantab recomended lanjutkan,positive
681,barang sesuai dengan deksripsi dan foto,positive
682,barang sangat bagus kuat dan sesuai harapan,positive
683,barang bagus sesuai deskripsi pengiriman cepat packing rapih dan aman mantapp dehhh bintang utk agan,positive
684,makasih barangnya udah sampai,positive
685,bagus sesuai harapan,positive
686,kualitas mantap harga murah pengiriman cepat terimakasih ,positive
687,brg sampe sesuai pesanan bonusnya mksh gan ,positive
688,barang sudah sampai respon seller cepat sudah dicoba dan berfungai dengan baik terima kasih gan sukses terus jualannya,positive
689,barang sudah di terima ,positive
690,makasih gan brg dah sampe,positive
691,barang sesuai dgn pesanan recommended thx tokopedia dan cahaya belawa sukses terus utk keduanya,positive
692,tembakan nya mantap lah lain kali di cek dulu gan jual isi ulang staplesnya biar sesuai dengan tembakannya yg agan kirim ke saya isi ulangnya gx sesuai sekali tembak keluarnya staples ,negative
693,barang ok response cepat ,positive
694,barang sesuai yg diiklankan respons penjual sangat cepat bravo ,positive
695,sudah diterima sip sesuai dengan deskripsi,positive
696,barang sudah diterima dengan baik thanks ,positive
697,mantab barang bagus tembakan kenceng pakai isi staples model t mm masuk seller fast response walaupun ada kendala sedikit follow upnya luar biasa thx u bos sukses selalu,positive
698,sudah sampai sesuai dengan pesanan terima kasih gan,positive
699,barang sudah diterima kualitas bagus top seller,positive
700,barang sudah sampai pengiriman via gojek terima kasih atas respon dan pelayannnya yang baik ,positive
701,tampak fisik ok tp belum sempat dicoba ,negative
702,mantapppp gaaannnn ,positive
703,mantab gan thanks ,positive
704,dipacking dgn baik ada segel selotip barang belum dipakai tapi terlihat dapat berfungsi dgn baik made in china,positive
705,barang ok oh iya untuk refil isi ualangx bli d toko ap ya trima kasih,positive
706,barang sudah diterima dengan baik,positive
707,respon dan pengiriman cepat banget paking rapi dan aman uda di coba dan tidak ada masalah sukses gan ,positive
708,barang telah diterima dengan selamat dan waktu pengiriman relatip singkat pokoknya siiip dah ,positive
709,baguuuuuuuuuuuuuuuuuusssssssss,positive
710,terima kasih yaaaaa barangnya sudah sampai,positive
711,respon cepat barang bagusss sesuai iklan,positive
712,trimkasih sesui pesanan mantap poll,positive
713,makasih brng sdh aku trima dngn selamat ,positive
714,oke barang udah sampai gan makasih ya gan,positive
715,cakeeeeeeeeep next belanja lagi dah,positive
716,termiakasih gan barang cepet sampai dan barang bagus ,positive
717,trim gan barangnya sudah sampai barangnya okhe daya dorongnya kencang udah saya coba ,positive
718,barang sdh nyampe tks cepat responnya tapi belum dicoba,positive
719,bagus juga gan pas cobain tangan saya sampe sobek kena tancap ,positive
720,thank s brang smpai dg baik,positive
721,barang bagus sudah saya tes respon cepat thank youuuuuuuuu,positive
722,barangnya cepat datangnya barangnya juga bagus dah dicoba tembakannya kenceng thanks tokopedia tambah sukses,positive
723,cepat dan memuaskan seauai gambar,positive
724,biar bintang yang bicara thank,positive
725,express banget dah pokoknya barangnya mantapp,positive
