,text,sentiment
450,barang dah sampe cuma blum di buka. mudah2an bagus..,positive
451,Cepet bgt proses pngirimannya..,positive
452,barangnya sudah sampai gan trims,positive
453,Brg bagus.. Pertama agan na krm barang na gk dpt isi staples na gr2 kesalahan pabrik yg mn msh segel tp isi staples na gk ad.. Lngsng komplain lwt tokopedia..  agan na lngsng mnt krm balik n brg d krm yg sesuai.. Ongkir bulak balik d tanggung ama agan na.. Thx bgtt gan.. Bnr2 recomended seller..,positive
454,"paket sudah sampai dengan selamat.
Barang bagus. dapet isinya 3 macam pula. tq",positive
455,sudah sampai dengan selamat... fast response... thks...,positive
456,Thank you. Proses pengiriman cepat.,positive
457,makasih..responnya cepat sekali..kemarin sore pesan..tadi siang barang sampai..tks,positive
458,"Produknya bagus bosque...........,...........,.............,.",positive
459,kirim nya cepat... produk lumayan...,positive
460,mantap..........................,positive
461,"Alus uyy geus nepi deui, nuhun... Mudah2an awet",positive
462,"Sipppppp
Thank&#39;s",positive
463,Pengiriman tepat waktu terima kasih tambah sukses,positive
464,Respon cepat...barang sesuai di gambar..4 jam udah sampe....makasih gan...,positive
465,Barang bagis sesuai diskripsi,positive
466,"Mantap, sesuai yg di iklankan",positive
467,Ksiiiiiiiiiiiiiiiiiiiiiioiiiiiooooiiiiiiiiiip,positive
468,mantap... fast respon... harga bersahabat.........,positive
469,"terimakasih..
barang sudah sampai..",positive
470,"Barang kurang bagus, kadang staples ga keluar, agak kurang bagus",negative
471,mantap ... sesuai pesanan dan semoga awet,positive
472,Staples nya o. K gan,positive
473,"Fast respon... material bagus, smoga awet... Tq Gan.",positive
474,terimakasih barang sudah sampai sesuai dengan pesanan dengan layanan dan respon yang cepat....,positive
475,Barangbsudah sampai yujuan cepat parking bagus,positive
476,ooooooooooooooookkkkkkkk............,positive
477,"bagus, sesuai dengan pesanan dan berfungsi dengan baik.",positive
478,Tooooooooooooooooooop bgt,positive
479,Terimakasih barang sdh sy terima sesuai pesanan..,positive
480,"Packing ok, respon cepat and barang sesuai deskripsi. Recsel..",positive
481,"hari ini sy ke ltc Lindeteves, memang lbh baik online,dpt bebasongkir, sangat efisien belanja.
recommended seller",positive
482,"Sudah diterima sesuai deskripsi, barang bagus",positive
483,Udh 3 x lbh beli disini.Ga pernah kecewa bli disini..fast respon..pengiriman sangat cepet dan rapi..lanjutkan..recomended bgt,positive
484,"Terima kasih, barang sudah sampai gannn",positive
485,"Barang bagus, cepat sampai, recommended!",positive
486,Sangat puas Belanja di toko ini,positive
487,Barang sampai dengan selamat.,positive
488,"barang sesuai, respon cepat... jempol dehhh...",positive
489,Selalu puas dengan pelayanan toko ini dan tokopedia. Top seller,positive
490,"Respon cepat,paket cepat sampai",positive
491,Barang sdh sampai...fast respons 👍🏻,positive
492,Recomended seller...bossss,positive
493,Barang nya okey.... pengiriman juga cepat....mantapppp....makasih yah...,positive
494,"barang sudah sampai, terima kasih",positive
495,Pas... cocok... sesuai dengan gambar dan deskripsi,positive
496,Barang sesuai pesanan.mksh,positive
497,Belanja kedua kalinya. Selalu memuaskan. Respon cepat. Recommended seller 👍,positive
498,Stlh trf lsg dikirim oleh wahana. Pake wahana ke serang cuma sehari sudah sampai.. recommended,positive
499,Packing rapi sellernya juga  ramah produk juga bagus👍👍👍makasih gan,positive
500,Cpt bgt pake wahana sampe kurang dr 24jam ke serang.. goodd!!!,positive
501,"Produk sesuai dengan etalase gambar, pengiriman cepat, respon baik. Pokok nya ok lah. 
Sukses selalu dan tingkatkan terus pelayanan",positive
502,"Baru nyoba merek ini ternyata bagus.
Sukses jualannya",positive
503,Tiba lebih cepat ........,positive
504,Mantap gan.. sesuai pesanan dan perkiraan... Mantap tap dah.. thanks gan,positive
505,Sesuai pesanan.............,positive
506,"Thxs gan, barangnya sdh sampai dgn baik.",positive
507,OK PAS MANTAP.........,positive
508,thanks ya boss semoga bermanfaat,positive
509,joooooooooooooooooooooooosss,positive
510,barang sudah sampai... thanks for seller,positive
511,"barang udah nyampk tadi sore, baru konfirmasi baru pulang kerja",positive
512,"oke uda kami terimah
barang bagus. tidak ada masalah. mantaaap.",positive
513,Good quality ... suwun y sukses slalu,positive
514,"Respon tercepat dari semua toko yg pernah saya order, mantap",positive
515,"Barang sesuai deskrepsi, bagus",positive
516,"Produk sesuai foto, uji coba hasil memuaskan",positive
517,Siiiiiiiiiippppppppppp,positive
518,Sudah diterima dan sesuai pesanan,positive
519,"Produk sesuai deskripsi, respon cepat, setelah checkout langsung dikirim. Recomended seller... 👍🏻👍🏻 *Semoga semakin sukses.",positive
520,Barang dah sampai dengan selamat,positive
521,barang sudah sampai.....respon seller sangat responsif,positive
522,"Ok, brg sdh sampai packing rapi.",positive
523,Bagus mantab....agak berat...,positive
524,Terima kasih..............,positive
525,Barangnya mantap bro!!,positive
526,Respon super cepet. 3 jam 30 mnt barang sdh sampai.,positive
527,"Barang sudah diterima dengan baik, sesuai dengan gambar dan cepat, respon penjual lewat chat cepat dibalas, packing rapi....👌🏻",positive
528,Barang sesuai deskripsi,positive
529,"Pengiriman lumayan cepat, tp kenapa waktu di pasang isi paku yg beli 8rb an itu kok keluarnya 2 - 2 ya... apa bisa di atur biar tipa jepret keluar Nya 1 paku sj?",positive
530,"Barang udah mendarat, makasih",positive
531,Barang sesuai pesanan dan bagus,positive
532,"Barang agak telat tapi sudah saya terima cuma belum di coba ,semoga bagus barang nya..",positive
533,Pengiriman kemarin terhambat.....,negative
534,"packing tidak rapih, isi berantakan, semoga kualitasnya ok",positive
535,Barang sesuai deskripsi,positive
536,"Barang sesuai, bagus dan murah, mantapp",positive
537,"Mantap.........,..,..........
.",positive
538,Ok. Susuai dengan pesansan,positive
539,Sesuai iklan. Produk kualitas baik. Paking aman. Kirimnya juga cepat.,positive
540,"Terima kasih
Barang sudah sampai
Jumlah sesuai dengan pesanan
Packing rapih",positive
541,Biar bintang yg berbicara,positive
542,tanks bos barang dah sampai.... sesuai harapan.....,positive
543,Cukuppppppppppppppp.........  ..,negative
544,sudah terima barang nya. tks~,positive
545,trim gan barangnya sudah sampai,positive
546,oke..................................,positive
547,"barang ok, sesuai ekspektasi",positive
548,barang sesuai pesanan. respon n layanan cepat,positive
549,topp ... pesanan sesuai,positive
550,Barang sdh sampai dengan baik,positive
551,yoiyoiyoiyoiyoiyoiyoyiyoi,positive
552,"Terima kasih
Barang sudah sampai.
Jumlah sesuai pesanan.",positive
553,Bagusssss barangnyaaaaa rekomended reseller,positive
554,barang sudah sampai sesuai deskripsi dalam kondisi baik . thank gan,positive
555,"Terima kasih.
Barang sudah sampai.
Jumlah sesuai pesanan.
Packing rapih.",positive
556,sip.......................................,positive
557,t1qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,positive
558,"tqqqqqqq,stepless pas, utk merk krisbow,",positive
559,paket sudah diterima dengan baik. tks.,positive
560,"ok gan, barang pesanan saya sudah sampai. trima kasi.",positive
561,Makasih gan.......................,positive
562,"Thanx gan, barang sudah d terima",positive
563,Bagus. Dikirim cepat. Terima kasih,positive
564,Siiiiiiiiiiiiiiiippp laahh,positive
565,Pengiriman cepat dan barang yang dikirm mantep,positive
566,Ssuiiiiippp....barang e josss,positive
567,barangxa oke gan paking juga rapih..,positive
568,sesuai.. dengan harga...,positive
569,"brg sudah saya terima, thanks.",positive
570,wokeeee.....pengiriman cepat...packing siip....gojek'e konco dewe mas bos....hehehehe,positive
571,barang sdh sesuai dgn deskripsi hanya saja pada saat diterima isinya sdh tdk utuh lagi (patah semua). tdk tau dari awal sdh seperti itu atau larena packingnya kurang aman. semoga kedepan dapat ditingkatkan lagi,negative
572,Barang sdh sampai.. thx,positive
573,"salah beli, untuk mollar jangan pakai yang ini :)",positive
574,Bagus sesuai dgn deskripsi.,positive
575,barang bagus sesuai deskripsi,positive
576,Sesuai order semoga cocok dg  staplesnys,positive
577,Yerima kasih.............,positive
578,barang nya berpungsi dengan baik mantap lah pokok nya,positive
579,Barang dan isinya sesuai pesanan,positive
580,"Barang sesuai pesanan, dikirim dg cepat",positive
581,"Terimakasih pak..  Barang sudah sampe..  Barang nya sesuai. Keinginan... 
 Best Toko ini",positive
582,Biar bintang yg menilai,positive
583,makasih makasih makasih makasih,positive
584,Good..fast respon..thx gan..,positive
585,Terimakasiihh.. Belum di cobak....,positive
586,......................,positive
587,"Mantap, produk sesuai ekpektasi",positive
588,Mantaaaap. Fast dan berfungsi dengan baik. Sesuai etalase dan deskripsi. Sangat direkomendasikan utk pembeli. 👍👍👍,positive
589,Sip....................,positive
590,Barang sesuai pesanan dan sampai dengan selamat,positive
591,"Barang bagus,,,dah sampai dengan selamat,,maksh",positive
592,"respon cepat, kirim cepat, barang sudah dicoba bagus...",positive
593,barang sesuai pesanan. tp isi steples tdk semua yg dideskripsi bs masuk.,positive
594,"Sesuai dgn deskripsinya,bagus,cepat, dan packaging rapih👍",positive
595,Barang bagus sesuai pesanan...,positive
596,"Stapler tembak nya bagus, berfungsi dg baik
Harga mantabs
Semoga awet
Pengiriman cepat
Terima kasih",positive
597,Barang bagus memuaskan...,positive
598,Barang sudah diterima dengan baik..,positive
599,Barang oke pengiriman super cepat,positive
600,Mantul ..............................,positive
601,"Barang sdh diterima, packaging rapi dan berfungsi dgn baik. Thx",positive
602,"barang bagus, hanya pengiriman telat",positive
603,Terima kasih barang sudah mendarat,positive
604,"Barang sesuai pict, pesan pagi bsk udah sampai:)",positive
605,"Gooodddd dan berfungsi dengan baik,  tq",positive
606,Barang sesuai dgn pesanan,positive
607,Barang oke... Sesuai iklan dan orderan. Thx,positive
608,"TOP, Recomended Seller",positive
609,Barang sdh sampai.. Okesiip,positive
610,Barang dah sampai packing rapih terimakasih,positive
611,respon cepat produk berkualitas recommended,positive
612,Mantap respon cepat..tks,positive
613,Sangat puas .. order lgsg di proses dan cepat pengirimannya,positive
614,"Sesuai gambar dan deskripsi, semoga tahan lama",positive
615,Barang sesuai ulasan...mantap,positive
616,Mantaaappp recomend banget,positive
617,respon CPT pengiriman juga cepet,positive
618,"Super respon n pengiriman super cepat..... Belum coba, semoga produknya juga ok",positive
619,Mantapssss............,positive
620,"Mantap makasih gannn
.......",positive
621,respon mantap. barang bermanfaat.,positive
622,Mantab gan................,positive
623,Barangnya sudah sampai dan sesuai,positive
624,Terbaiklaaaaaaaaaaaaaaah,positive
625,"Terima kasih, barang sudah sampai dan berfungsi dengan baik",positive
626,"kiriman sudah sampai, makasih gan",positive
627,"Sesuai gambar, terima kasih gan",positive
628,"Pengiriman cepat, barang sesuai deskripsi. Thanks ya",positive
629,Bagus .hentakan nya kenceng,positive
630,"Pengiriman cepat, pelayanan mantap, toko paling top",positive
631,"Barang qulitas baik, bahan tebal. Tidak ada cacat. Recommended 👍👍",positive
632,"Produk ok. Sd dicoba, berjalan baik. Semoga awet.",positive
633,Produk original berkualitas berfungsi baik,positive
634,Barang sesuai dengan spesifikasi. Thanks gan,positive
635,Barang datang sesuai pesanan,positive
636,Barang sesuai deskripsi.... pengiriman cepat...,positive
637,"Barang sesuai pesanan, tapi blm di coba, pengiriman cepat",positive
638,...................................sip,positive
639,Mkasih........................,positive
640,sesuai harapan............................ok bagus......................mantap cuy......,positive
641,Fast respond &amp; kualitas ok,positive
642,"Bagus, pelayanan cepat",positive
643,Kwalitas baik...sdh di coba.dan mudah pemakainx..thanks..,positive
644,barang sudah di terima dengan cepat dan kondisi barang lengkap. thanks,positive
645,"Thanks gan, good job
Next order lagi",positive
646,barangnya mantap. yang penting mureeee,positive
647,Bos klu beli isinya ready,positive
648,Barang sampai dan tes ok,positive
649,brg udah dateng. respon cepet. kemasan rapih.  tp belum dicoba. moga2 awet dah.,positive
650,Barang pesanan telah sampai. Pengiriman cepat. Hanya saja blm diperiksa krn sedang diluar rumah.Terima kasih.,positive
651,brng ny sesuai dg postingan n bagus...,positive
652,Sip barang sesuai dgn deskripsi,positive
653,Bagusss..............,positive
654,Ty gan....respon cepat ...recomended seller...sukses gan.....,positive
655,Sudah diterimaaaaaaaaaaaaa,positive
656,pking baik barang ok cuma agk lmbat pngirnnya...,positive
657,Barang Oke...di tes nembaknya kencang....mantap laH,positive
658,Pesanan sampai sgt cepat. Belom dicoba barangnya. Tapi bagus kelihatannya cukup kokoh untuk harga murah..,positive
659,"Barang sudah dicoba, hasilnya sangat bagus, semoga awet",positive
660,Barangnya sesuai dengan pesanan,positive
661,"pengiriman cepat, packing rapi",positive
662,"Barang sesuai dengan deskripsi, dites ok, recommended seller, sukses gan,mksh.",positive
663,Barans sesuai pesanan,positive
664,"respon cepat, produk sesuai deskripsi dan packing rapi",positive
665,terimakasih pengiriman cepat....................dan barang sesuai,positive
666,biarkan bintang yang berbicara...,positive
667,"Ok, mudah2an staples gun-nya bisa berfungsi maksimal. Trims",positive
668,terimakasih barang sudah sampai,positive
669,Ukuran mak tertulis di product 14mm faktanya 8mm.,negative
670,Mantaapp.... GoodJobs......,positive
671,Staples tembak nya bisa berfungsi baik. Barusan saya gunakan untuk staples sofa saya dan bisa. Hasil nya bagus dan rapi. Thank you.,positive
672,Good product ..buy it pls,positive
673,"Barangnya sudah diterima dengan baik, penanganan proses pengirimannya cepat . . . kualitas barang Ok punya . . . murah . . .",positive
674,spek sesuwai dgn yg diiklankan.. respon cepat.. repeat order lancar teruss... mantab!!,positive
675,barang bagus telah dicoba tp utk ekspedisi wahana kurang baek (lama)...ovel all goodjob,positive
676,"Barang sesuai deskripsi dan gambar, smoga awet.",positive
677,"pesan Homaster, Kenmaster yang dikirim, isi staples yg dikirim ternyata tidak cocok utk staplesnya, parrahnya lagi isinya gak ada yg jual di kota saya. nyesel beli disinu!",negative
678,barangnya sudah sampe berfungsi dengan baik cuma agak telat aja sampe nya tks gan,positive
679,"Mantap, barang bagus sesuai harapan",positive
680,bagus...goooooodddddddd....,positive
681,"maaf  baru bisa ngasih ulasan, barang sdh diterima dengan baik cuma kalau dipake ke benda keras kurang nancap walaupun sudah diseting, tapi oklah !",negative
